matrix,nodes,conns,fabric,status,wall_s,flows_fin,makespan_us,fct_min_us,fct_p50_us,fct_p99_us,fct_max_us,total_GB,New,Rtx,RTS,Bounced,ACKs,NACKs,Pulls,sleek,spurious,pfc_pauses,pfc_pause_us,max_queue_bytes,slowdown_p50,slowdown_p99,slowdown_max,fairness_jain
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_16MB.cm,1024,1024,8os,ok,100,1024,15379.5,2544.6,8176.6,14283.2,15379.5,16.384,0,0,0,0,0,0,0,0,0,12589,171803.0,117888,12.7770,22.4459,24.0305,0.9176
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_64MB.cm,1024,1024,1os,ok,418,1024,20946.3,2618.4,7720.2,17752.7,20946.3,65.536,0,0,0,0,0,0,0,0,0,6386,34482.8,117632,3.0157,7.0493,8.1821,0.7709
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_64MB.cm,1024,1024,4os,ok,568,1024,31181.4,4939.2,16423.9,30221.0,31181.4,65.536,0,0,0,0,0,0,0,0,0,10095,102192.0,117344,6.4178,11.8700,12.1802,0.8488
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_1024n_64MB.cm,1024,1024,8os,ok,785,1024,50688.0,7621.0,28600.9,47042.3,50688.0,65.536,0,0,0,0,0,0,0,0,0,16683,193207.0,117120,11.2129,18.7220,19.8000,0.9073
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_100MB.cm,128,128,1os,ok,60,128,26479.8,4084.3,11569.3,26180.9,26479.8,12.800,0,0,0,0,0,0,0,0,0,755,4040.8,116224,2.8924,6.6056,6.6200,0.7798
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_100MB.cm,128,128,4os,ok,94,128,41536.0,5243.1,21871.9,41339.8,41536.0,12.800,0,0,0,0,0,0,0,0,0,2034,15515.0,116992,5.5049,10.3835,10.3840,0.8160
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_100MB.cm,128,128,8os,ok,148,128,61360.4,21959.5,45194.0,61040.5,61360.4,12.800,0,0,0,0,0,0,0,0,0,3687,30984.0,116608,11.3245,15.3314,15.3401,0.9191
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_16MB.cm,128,128,1os,ok,5,128,3634.9,665.5,2088.9,3634.3,3634.9,2.048,0,0,0,0,0,0,0,0,0,733,3445.8,115648,3.2641,5.6793,5.6796,0.7466
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_16MB.cm,128,128,4os,ok,6,128,9423.5,665.4,4214.1,9421.9,9423.5,2.048,0,0,0,0,0,0,0,0,0,1731,14722.9,117632,6.5904,14.7231,14.7242,0.6950
/home/mahmoud_murad_allaah/HTSIM/htsim/sim/datacenter/experiments/runs/all_workloads_128_1024/matrices/perm_fullbis_128n_16MB.cm,128,128,8os,ok,8,128,12771.8,3818.0,8307.9,12545.4,12771.8,2.048,0,0,0,0,0,0,0,0,0,1662,20200.7,116992,13.0204,19.7737,19.9559,0.9398
